user_id,first_order_date,last_order_date,total_orders,total_revenue,avg_order_value,days_since_last_order,rfm_recency_score,rfm_frequency_score,rfm_monetary_score,rfm_score,rfm_segment,has_purchase_last_year,has_purchase_last_qtr
22e0b01b-7b90-431e-9265-44eb3d3cd154,2025-02-11,2025-11-01,2,1319.92,659.96,104,3,2,5,325,Potential Loyalist,True,True
e63826e2-f11a-4145-bc46-2ecb19d69b3b,2025-10-20,2025-12-13,2,1309.94,654.97,62,4,2,5,425,Potential Loyalist,True,True
674094ae-acd5-428b-b03f-99261ea9011e,2025-01-05,2025-01-08,2,1309.94,654.97,401,1,2,5,125,Lost,True,True
50216f11-9aea-4dfa-afbf-b8a04f296d57,2025-06-13,2025-07-03,2,1299.93,649.96,225,2,2,5,225,Needs Attention,True,True
4bec1c34-823c-45b1-b8cc-92887b763205,2025-02-16,2025-02-20,2,1299.93,649.96,358,2,2,5,225,Needs Attention,True,True
20c92075-09e5-4169-99a5-a7736f5e9a49,2025-02-09,2025-05-18,2,1299.93,649.96,271,2,2,5,225,Needs Attention,True,True
956efe25-ae16-472c-b957-7d51a3550dc2,2025-01-06,2025-05-26,2,1299.93,649.96,263,2,2,5,225,Needs Attention,True,True
92f35abb-6569-4d42-b55d-e16c417d65be,2025-07-07,2025-08-20,2,1279.92,639.96,177,3,2,5,325,Potential Loyalist,True,True
22512c63-e37d-45b4-a389-77a7431eb147,2025-07-04,2025-09-04,2,1269.91,634.96,162,3,2,5,325,Potential Loyalist,True,True
09f8853c-9319-4671-bec2-568d605c1ae6,2025-01-08,2025-05-28,2,1269.91,634.96,261,2,2,5,225,Needs Attention,True,True
8312558f-358c-4c6f-b965-cf4eabc6c67f,2025-06-06,2025-07-27,2,1259.93,629.96,201,2,2,5,225,Needs Attention,True,True
0ffc200e-8247-4721-87a5-45a7d4ccb4ad,2025-01-26,2025-01-31,2,1259.93,629.96,378,1,2,5,125,Lost,True,True
28abd633-0fbd-469f-ab8c-a6077e18d210,2025-02-09,2025-03-01,2,1259.93,629.96,349,2,2,5,225,Needs Attention,True,True
8fbc33ba-30a5-4264-a3cd-a3e36ece22c3,2025-02-24,2025-06-04,2,1259.93,629.96,254,2,2,5,225,Needs Attention,True,True
9b3c2a48-3172-4150-a1f1-e5ab5bbc58b7,2025-01-03,2025-04-13,2,1249.95,624.98,306,2,2,5,225,Needs Attention,True,True
1e79e144-a472-41d9-b795-a7e59b7edb44,2025-07-01,2025-07-11,2,1249.95,624.98,217,2,2,5,225,Needs Attention,True,True
8dda26ba-b7db-4c68-9b76-d4425165f56f,2025-04-17,2025-10-14,2,1239.92,619.96,122,3,2,5,325,Potential Loyalist,True,True
6af5111b-8a72-40ea-9d7e-eea2e9513e38,2025-07-05,2025-12-11,2,1239.92,619.96,64,4,2,5,425,Potential Loyalist,True,True
8864b06b-c2d8-4d8a-aea1-1b04ea9498fb,2025-01-16,2025-07-08,2,1219.93,609.96,220,2,2,5,225,Needs Attention,True,True
e5301caa-0a4d-4441-935f-90d7de2c8dd3,2025-01-08,2025-09-07,2,1219.93,609.96,159,3,2,5,325,Potential Loyalist,True,True
83ae0231-32d7-40c1-a5dc-42aeff4dc404,2025-01-15,2025-01-23,2,1219.93,609.96,386,1,2,5,125,Lost,True,True
78e97d82-3c93-476e-b84b-34339637aa27,2025-06-11,2025-09-02,2,1219.93,609.96,164,3,2,5,325,Potential Loyalist,True,True
0a064b41-b08c-4ed4-af21-5f3ef41ea234,2025-01-02,2025-02-04,2,1219.93,609.96,374,1,2,5,125,Lost,True,True
bd02d478-6bb6-47e6-9049-95d4ad2ae1e4,2025-05-21,2025-08-26,2,1219.93,609.96,171,3,2,5,325,Potential Loyalist,True,True
aa21b1b8-6d6a-48e9-8f7c-36ef7b04d771,2025-01-06,2025-01-13,2,1219.93,609.96,396,1,2,5,125,Lost,True,True
dbff0258-6ad6-4978-b67e-c0ffd4dec9f3,2025-03-07,2025-09-28,2,1219.93,609.96,138,3,2,5,325,Potential Loyalist,True,True
539566f8-ea59-448f-a36a-07b921f68b07,2025-01-02,2025-01-13,2,1219.93,609.96,396,1,2,5,125,Lost,True,True
f03f81d9-b036-49eb-abe6-6a0511c40b79,2025-06-10,2025-07-11,2,1219.93,609.96,217,2,2,5,225,Needs Attention,True,True
64f89dc1-b4de-4adb-992b-c081eebddfb2,2025-09-06,2025-09-30,2,1219.93,609.96,136,3,2,5,325,Potential Loyalist,True,True
c64f8ef8-447a-4aa2-a622-9697e1eec94f,2025-01-27,2025-03-20,2,1209.92,604.96,330,2,2,5,225,Needs Attention,True,True
6f7602ed-4fea-4d93-894b-e346f9ed7afd,2025-09-13,2025-09-13,1,1199.94,1199.94,153,3,1,5,315,New Customer,True,True
5ffdeb4f-1066-47ca-88f4-4ac1b54eaf72,2025-11-11,2025-11-11,1,1199.94,1199.94,94,3,1,5,315,New Customer,True,True
61271243-3ec5-4757-b1ea-4ea1a019295f,2025-11-22,2025-11-22,1,1199.94,1199.94,83,4,1,5,415,New Customer,True,True
1b07751d-a93f-4174-98d0-5f71e896634f,2025-11-09,2025-11-09,1,1199.94,1199.94,96,3,1,5,315,New Customer,True,True
b2e946a0-b7f9-4991-ad89-537281588075,2025-06-28,2025-06-28,1,1199.94,1199.94,230,2,1,5,215,Needs Attention,True,True
7a41b7ea-6b8d-45be-b515-9f1ec080d1c3,2025-01-24,2025-01-24,1,1199.94,1199.94,385,1,1,5,115,Lost,True,True
b95590d5-fbc9-4283-92a1-5cfaf4f12582,2025-02-15,2025-02-15,1,1199.94,1199.94,363,2,1,5,215,Needs Attention,True,True
5fe0c862-eba1-4d2c-a0ef-edbfe1c16bbb,2025-06-29,2025-06-29,1,1199.94,1199.94,229,2,1,5,215,Needs Attention,True,True
a3cd4a37-45c0-4f65-83b9-053bb20be8ec,2025-07-05,2025-07-05,1,1199.94,1199.94,223,2,1,5,215,Needs Attention,True,True
6fdaedde-a750-4b94-8a4a-e991b348a1a7,2025-07-09,2025-07-09,1,1199.94,1199.94,219,2,1,5,215,Needs Attention,True,True
51b320e8-e6ac-430e-a248-9cf2cebaa2c5,2025-05-27,2025-05-27,1,1199.94,1199.94,262,2,1,5,215,Needs Attention,True,True
d9b35d8f-915c-40d4-90ce-ec42db5c1dec,2025-10-27,2025-10-27,1,1199.94,1199.94,109,3,1,5,315,New Customer,True,True
10940c14-532e-4d61-91d3-0aeb05246ac8,2025-01-06,2025-01-29,2,1199.94,599.97,380,1,2,5,125,Lost,True,True
1cb8dc95-840d-45a2-b750-e74e86af0bb1,2025-05-11,2025-11-06,2,1199.94,599.97,99,3,2,5,325,Potential Loyalist,True,True
c5e47917-b687-4c4a-8a57-0342fad374e5,2025-10-10,2025-10-10,1,1199.94,1199.94,126,3,1,5,315,New Customer,True,True
45a7102b-4af0-4133-a907-338d6ccbb9ed,2025-05-15,2025-05-15,1,1199.94,1199.94,274,2,1,5,215,Needs Attention,True,True
9f84e809-3fd0-4ec0-9f55-c67d6eba594b,2025-11-01,2025-11-01,1,1199.94,1199.94,104,3,1,5,315,New Customer,True,True
10d94c60-2450-40fe-90f8-ebe13617b546,2025-12-01,2025-12-01,1,1199.94,1199.94,74,4,1,5,415,New Customer,True,True
300efbc1-09a8-4e5e-958d-eff252085587,2025-03-24,2025-03-24,1,1199.94,1199.94,326,2,1,5,215,Needs Attention,True,True
30c890f1-994a-47e9-bf92-05b53eb9da7c,2025-12-03,2025-12-03,1,1199.94,1199.94,72,4,1,5,415,New Customer,True,True
63d11455-ded2-4d16-9360-3126a5d71b1e,2025-05-13,2025-05-13,1,1199.94,1199.94,276,2,1,5,215,Needs Attention,True,True
df98e05f-2789-49a4-847f-f54423b5d7ca,2025-07-04,2025-07-04,1,1199.94,1199.94,224,2,1,5,215,Needs Attention,True,True
c99d545c-d61b-47f0-9279-02d965cafc1e,2025-07-10,2025-07-10,1,1199.94,1199.94,218,2,1,5,215,Needs Attention,True,True
e7ce7469-d87e-4105-8c70-581fc246c964,2025-07-18,2025-07-18,1,1199.94,1199.94,210,2,1,5,215,Needs Attention,True,True
96e8bea6-1c22-4621-8da9-2ce238411e46,2025-02-20,2025-02-20,1,1199.94,1199.94,358,2,1,5,215,Needs Attention,True,True
86986c00-864b-41a2-bf2f-1c9d4c8abc63,2025-05-20,2025-05-20,1,1199.94,1199.94,269,2,1,5,215,Needs Attention,True,True
bc9a7696-3db5-4bdf-87f7-99daaa300ca3,2025-06-20,2025-06-20,1,1199.94,1199.94,238,2,1,5,215,Needs Attention,True,True
0986c988-a862-4a35-86c0-73401fa62d3f,2025-08-04,2025-08-04,1,1199.94,1199.94,193,2,1,5,215,Needs Attention,True,True
55efec58-1fb2-4b1d-9665-30d3bada5924,2025-12-07,2025-12-07,1,1199.94,1199.94,68,4,1,5,415,New Customer,True,True
099df21b-0efb-4ccf-a5c0-d67df3ead4e1,2025-10-18,2025-10-18,1,1199.94,1199.94,118,3,1,5,315,New Customer,True,True
7717aee7-f6b2-44cb-a537-6626428ebcc4,2025-03-01,2025-03-01,1,1199.94,1199.94,349,2,1,5,215,Needs Attention,True,True
def3ab78-0983-4b5f-973c-25cacedb9436,2025-09-14,2025-09-14,1,1199.94,1199.94,152,3,1,5,315,New Customer,True,True
286e0f63-5784-401b-a85f-a81b615bb4e5,2025-07-17,2025-07-17,1,1199.94,1199.94,211,2,1,5,215,Needs Attention,True,True
34121be8-0f3b-4b44-9572-835a2131eba5,2025-06-06,2025-06-06,1,1199.94,1199.94,252,2,1,5,215,Needs Attention,True,True
037b7162-d1ed-4cb8-a420-2bfe1781576d,2025-10-08,2025-10-08,1,1199.94,1199.94,128,3,1,5,315,New Customer,True,True
65671609-4666-4f2a-8715-618299e774dc,2025-06-03,2025-06-03,1,1199.94,1199.94,255,2,1,5,215,Needs Attention,True,True
85706a21-db98-4232-809d-9f887517b82d,2025-09-15,2025-09-15,1,1199.94,1199.94,151,3,1,5,315,New Customer,True,True
6d4272f1-b92f-4a85-8284-cb70dc73ff57,2025-10-22,2025-10-22,1,1199.94,1199.94,114,3,1,5,315,New Customer,True,True
26a9b970-b909-4fb1-af85-d78dd18289cd,2025-08-01,2025-08-01,1,1199.94,1199.94,196,2,1,5,215,Needs Attention,True,True
54706e6f-638a-414c-a6da-9d8177160d1d,2025-01-01,2025-01-01,1,1199.94,1199.94,408,1,1,5,115,Lost,True,True
5e446617-2cf4-4aba-991c-46adbe32f991,2025-09-07,2025-09-07,1,1199.94,1199.94,159,3,1,5,315,New Customer,True,True
fd9cbb43-a527-4d21-bdfc-4996ab26c3cd,2025-02-02,2025-02-02,1,1199.94,1199.94,376,1,1,5,115,Lost,True,True
d423e5d5-0640-4d9c-b035-6da035383a7a,2025-12-24,2025-12-24,1,1199.94,1199.94,51,4,1,5,415,New Customer,True,True
e62bda05-3d1f-4220-bda9-5d7279f87871,2025-04-09,2025-04-09,1,1199.94,1199.94,310,2,1,5,215,Needs Attention,True,True
3deb8804-5f48-41ad-912a-0a0588257973,2025-06-17,2025-06-17,1,1199.94,1199.94,241,2,1,5,215,Needs Attention,True,True
84e0f9b4-7348-440d-962b-9d879af9a5cd,2025-10-07,2025-10-07,1,1199.94,1199.94,129,3,1,5,315,New Customer,True,True
ded1defa-1e31-435b-b207-2a20d81bef8d,2025-05-01,2025-05-01,1,1199.94,1199.94,288,2,1,5,215,Needs Attention,True,True
32db2582-0219-4f45-b712-fb7e33ab65aa,2025-12-20,2025-12-20,1,1199.94,1199.94,55,4,1,5,415,New Customer,True,True
34653dac-7333-4fbb-b5e9-35317f5e57e7,2025-08-09,2025-08-09,1,1199.94,1199.94,188,2,1,5,215,Needs Attention,True,True
ebd3364c-9a14-4fe7-a5a0-77c2fe8e5f1a,2025-11-28,2025-11-28,1,1199.94,1199.94,77,4,1,5,415,New Customer,True,True
1ec2a015-d869-4858-9f83-a4c827a6ac15,2025-03-28,2025-03-28,1,1199.94,1199.94,322,2,1,5,215,Needs Attention,True,True
9675f692-986d-4205-9de1-d4ab5baa080c,2025-05-30,2025-05-30,1,1199.94,1199.94,259,2,1,5,215,Needs Attention,True,True
4067ddf5-1cba-4a2b-8b4e-0ed4d76aa619,2025-09-01,2025-09-01,1,1199.94,1199.94,165,3,1,5,315,New Customer,True,True
b90e7087-0d9e-4499-91a6-40836db1f594,2025-08-08,2025-08-08,1,1199.94,1199.94,189,2,1,5,215,Needs Attention,True,True
cb07cf78-86b9-4a1b-8c97-96fbcbacd9ff,2025-02-16,2025-02-16,1,1199.94,1199.94,362,2,1,5,215,Needs Attention,True,True
70ec34a2-17f2-48fd-ace3-2c9ad9585154,2025-07-14,2025-07-14,1,1199.94,1199.94,214,2,1,5,215,Needs Attention,True,True
ddd35a37-7aba-404d-ab3f-a5dff22330c1,2025-01-03,2025-01-03,1,1199.94,1199.94,406,1,1,5,115,Lost,True,True
9b033f04-dbad-42e3-ab96-a6f5f3a0da12,2025-11-03,2025-11-03,1,1199.94,1199.94,102,3,1,5,315,New Customer,True,True
c8a8c10a-1cbc-43a3-bc5b-490ccf672ce9,2025-09-09,2025-09-09,1,1199.94,1199.94,157,3,1,5,315,New Customer,True,True
b0f36c4a-a58a-45b2-a6c7-866b19009edb,2025-09-07,2025-09-07,1,1199.94,1199.94,159,3,1,5,315,New Customer,True,True
da6920b8-b638-4835-bcab-1cb393b4608d,2025-11-20,2025-11-20,1,1199.94,1199.94,85,4,1,5,415,New Customer,True,True
b0c2c180-38b8-4646-9a0f-f857d277edd8,2025-12-12,2025-12-12,1,1199.94,1199.94,63,4,1,5,415,New Customer,True,True
20020bbe-7af3-4768-99ce-62ab7328ad79,2025-05-08,2025-05-08,1,1199.94,1199.94,281,2,1,5,215,Needs Attention,True,True
fbe380d2-e7ef-4621-a796-f90289caec02,2025-02-15,2025-02-15,1,1199.94,1199.94,363,2,1,5,215,Needs Attention,True,True
252236ab-5eff-49e4-8153-3570d256a2ba,2025-01-14,2025-01-14,1,1199.94,1199.94,395,1,1,5,115,Lost,True,True
ed8a6036-bfad-4c21-a5db-5a466b1e0254,2025-01-19,2025-01-19,1,1199.94,1199.94,390,1,1,5,115,Lost,True,True
9dc72835-152d-4e14-b6ff-3640c9709b93,2025-11-16,2025-11-16,1,1199.94,1199.94,89,4,1,5,415,New Customer,True,True
900d45a6-1316-4590-8c4b-8d95451970c5,2025-04-02,2025-04-02,1,1199.94,1199.94,317,2,1,5,215,Needs Attention,True,True
719a54a8-76a8-4ce8-9b34-277514c41c45,2025-08-09,2025-08-09,1,1199.94,1199.94,188,2,1,5,215,Needs Attention,True,True
13da2726-2c61-4082-9019-4aaef4cc2bce,2025-04-08,2025-04-08,1,1199.94,1199.94,311,2,1,5,215,Needs Attention,True,True
91abfabe-ff2b-4fff-bcf1-d7c4d9b71b01,2025-10-16,2025-10-16,1,1199.94,1199.94,120,3,1,5,315,New Customer,True,True
bfdd56a5-998d-466b-933e-bf92923bf980,2025-07-08,2025-07-08,1,1199.94,1199.94,220,2,1,5,215,Needs Attention,True,True
dd03cca6-2c16-4efb-8562-ccbb07f8e276,2025-05-17,2025-05-21,2,1199.94,599.97,268,2,2,5,225,Needs Attention,True,True
73d89df0-2324-4789-87d3-d4292c508ab3,2025-03-15,2025-03-15,1,1199.94,1199.94,335,2,1,5,215,Needs Attention,True,True
6c203991-fc08-4418-9006-d77f2c66384b,2025-11-02,2025-11-02,1,1199.94,1199.94,103,3,1,5,315,New Customer,True,True
a2643cf2-11cb-4055-a605-53b6350ad3f4,2025-03-02,2025-03-02,1,1199.94,1199.94,348,2,1,5,215,Needs Attention,True,True
67fa31dd-75b0-477c-9d38-8de197090be6,2025-03-17,2025-03-17,1,1199.94,1199.94,333,2,1,5,215,Needs Attention,True,True
d3237fdb-8d3c-48be-9a3c-b31828d45990,2025-05-18,2025-05-18,1,1199.94,1199.94,271,2,1,5,215,Needs Attention,True,True
21f86cfa-76d7-4227-9f64-0569751a03c5,2025-02-22,2025-02-22,1,1199.94,1199.94,356,2,1,5,215,Needs Attention,True,True
8026493c-403c-4f2e-aa21-f167fc119986,2025-03-09,2025-03-09,1,1199.94,1199.94,341,2,1,5,215,Needs Attention,True,True
ac728c69-527c-4aa9-8889-1a8f5d20754c,2025-11-08,2025-11-08,1,1199.94,1199.94,97,3,1,5,315,New Customer,True,True
